,Job Title,Job Company,Job Location,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue,Level,Minimum,Maximum,Currency,Category,Company ,Role
551,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
552,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
553,"Senior Data Scientist, Slack Connect",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,122000.0,USD,Data Science,,Data Science
554,Sr. Data Science Engineer,Gap Inc.,"San Francisco, CA",3.7,137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Senior,82000.0,185000.0,USD,Data Science,,Data Engineer
555,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
556,Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,102000.0,189000.0,USD,Data Science,,Data Analyst
557,Data Science Manager,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,79000.0,163000.0,USD,Data Science,,Data Science
558,"Senior Data Scientist, Slack Connect",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Senior,122000.0,122000.0,USD,Data Science,,Data Science
559,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
560,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
561,"Senior Product Manager, Machine Learning",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,132000.0,165000.0,USD,Data Science,,Machine Learning
562,"Co-op - Development Sciences, Informatics - Data Analytics",Genentech,"San Francisco, CA",4.2,296,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Normal,98000.0,197000.0,USD,Data Science,,Data Analyst
563,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
564,Data Scientist,IDEO,"San Francisco, CA",0.0,0,Unknown,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,92000.0,186000.0,USD,Data Science,,Data Science
565,Data Engineer,AppFolio,"San Francisco, CA",4.6,376,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,84000.0,172000.0,USD,Data Science,,Data Engineer
566,"Product Manager, Data Science",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,93000.0,184000.0,USD,Data Science,,Data Science
567,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.4,142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
568,Senior Data Scientist - Ads Optimization,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,153000.0,223000.0,USD,Data Science,,Data Science
569,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
570,Technical Sourcer - Data Science & Analytics,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,87000.0,167000.0,USD,Data Science,,Data Analyst
571,Data Scientist,TEKsystems,"Martinez, CA",4.0,1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Normal,166400.0,166400.0,USD,Data Science,,Data Science
572,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
573,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
574,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
575,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
576,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,180000.0,220000.0,USD,Data Science,,Data Science
577,Senior Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,170000.0,190000.0,USD,Data Science,,Data Engineer
578,Data Scientist,Warman O'Brien,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Normal,120000.0,140000.0,USD,Data Science,,Data Science
579,Data Scientist,TargetCW,"San Francisco, CA",3.9,113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,124800.0,124800.0,USD,Data Science,,Data Science
580,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
581,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
582,Sr. Data Science Engineer,Gap Inc.,"San Francisco, CA",3.7,137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Senior,82000.0,185000.0,USD,Data Science,,Data Engineer
583,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
584,"Senior Data Scientist, Slack Connect",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,122000.0,USD,Data Science,,Data Science
585,Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,102000.0,189000.0,USD,Data Science,,Data Analyst
586,"Senior Data Scientist, Slack Connect",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Senior,122000.0,122000.0,USD,Data Science,,Data Science
587,Data Science Manager,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,79000.0,163000.0,USD,Data Science,,Data Science
588,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
589,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
590,Data Scientist,IDEO,"San Francisco, CA",0.0,0,Unknown,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,92000.0,186000.0,USD,Data Science,,Data Science
591,"Senior Product Manager, Machine Learning",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,132000.0,165000.0,USD,Data Science,,Machine Learning
592,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
593,"Co-op - Development Sciences, Informatics - Data Analytics",Genentech,"San Francisco, CA",4.2,296,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Normal,98000.0,197000.0,USD,Data Science,,Data Analyst
594,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.4,142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
595,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
596,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
597,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
598,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,235000.0,245000.0,USD,Data Science,,Data Science
599,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
600,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
601,Senior Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,170000.0,190000.0,USD,Data Science,,Data Engineer
602,Data Scientist,Warman O'Brien,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Normal,120000.0,140000.0,USD,Data Science,,Data Science
603,Data Scientist,TargetCW,"San Francisco, CA",3.9,113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,124800.0,124800.0,USD,Data Science,,Data Science
604,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
605,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
606,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
607,Sr. Data Science Engineer,Gap Inc.,"San Francisco, CA",3.7,137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Senior,82000.0,185000.0,USD,Data Science,,Data Engineer
608,"Senior Data Scientist, Slack Connect",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,122000.0,USD,Data Science,,Data Science
609,Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,102000.0,189000.0,USD,Data Science,,Data Analyst
610,Data Science Manager,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,79000.0,163000.0,USD,Data Science,,Data Science
611,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
612,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
613,University Grad Data Scientist,Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,97000.0,185000.0,USD,Data Science,,Data Science
614,"Senior Data Scientist, Slack Connect",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Senior,122000.0,122000.0,USD,Data Science,,Data Science
615,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
616,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
617,Data Scientist,IDEO,"San Francisco, CA",0.0,0,Unknown,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,92000.0,186000.0,USD,Data Science,,Data Science
618,"Senior Product Manager, Machine Learning",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,132000.0,165000.0,USD,Data Science,,Machine Learning
619,"Machine Learning Engineer, Ads Marketplace",Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Normal,96000.0,198000.0,USD,Data Science,,Machine Learning
620,Data Engineer,AppFolio,"San Francisco, CA",4.6,376,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,84000.0,172000.0,USD,Data Science,,Data Engineer
621,"Manager, Data Science",Wish,"San Francisco, CA",3.6,109,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),Normal,122000.0,230000.0,USD,Data Science,,Data Science
622,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.4,142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
623,Senior Data Scientist - Ads Optimization,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,153000.0,223000.0,USD,Data Science,,Data Science
624,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
625,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
626,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
627,"Postdoctoral Scholar - Data Science Program, School of Information",Excelon Associates,"Berkeley, CA",4.8,1,1 to 50 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,60000.0,65000.0,USD,Data Science,,Data Science
628,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
629,Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,160000.0,190000.0,USD,Data Science,,Data Engineer
630,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,235000.0,245000.0,USD,Data Science,,Data Science
631,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
632,Data Scientist,Warman O'Brien,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Normal,120000.0,140000.0,USD,Data Science,,Data Science
633,Data Scientist,TargetCW,"San Francisco, CA",3.9,113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,124800.0,124800.0,USD,Data Science,,Data Science
634,"Co-op - Development Sciences, Informatics - Data Analytics",Genentech,"San Francisco, CA",4.2,296,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Normal,98000.0,197000.0,USD,Data Science,,Data Analyst
635,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
636,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
637,Sr. Data Science Engineer,Gap Inc.,"San Francisco, CA",3.7,137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Senior,82000.0,185000.0,USD,Data Science,,Data Engineer
638,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
639,University Grad Data Scientist,Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,97000.0,185000.0,USD,Data Science,,Data Science
640,Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,102000.0,189000.0,USD,Data Science,,Data Analyst
641,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
642,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
643,Data Science Manager,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,79000.0,163000.0,USD,Data Science,,Data Science
644,University Grad Machine Learning Engineer - MASTERS ONLY (USA),Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,93000.0,205000.0,USD,Data Science,,Machine Learning
645,Data Scientist,IDEO,"San Francisco, CA",0.0,0,Unknown,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,92000.0,186000.0,USD,Data Science,,Data Science
646,"Senior Product Manager, Machine Learning",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,132000.0,165000.0,USD,Data Science,,Machine Learning
647,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
648,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
649,Senior Data Scientist - Ads Optimization,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,153000.0,223000.0,USD,Data Science,,Data Science
650,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
651,Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,160000.0,190000.0,USD,Data Science,,Data Engineer
652,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
653,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
654,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,235000.0,245000.0,USD,Data Science,,Data Science
655,Data Scientist,Warman O'Brien,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Normal,120000.0,140000.0,USD,Data Science,,Data Science
656,Data Scientist,TargetCW,"San Francisco, CA",3.9,113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,124800.0,124800.0,USD,Data Science,,Data Science
657,"Co-op - Development Sciences, Informatics - Data Analytics",Genentech,"San Francisco, CA",4.2,296,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Normal,98000.0,197000.0,USD,Data Science,,Data Analyst
658,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
659,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
660,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
661,Sr. Data Science Engineer,Gap Inc.,"San Francisco, CA",3.7,137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Senior,82000.0,185000.0,USD,Data Science,,Data Engineer
662,Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.8,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,102000.0,189000.0,USD,Data Science,,Data Analyst
663,University Grad Data Scientist,Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,97000.0,185000.0,USD,Data Science,,Data Science
664,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
665,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
666,Senior Data Engineer (Remote),Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,152000.0,USD,Data Science,,Data Engineer
667,Data Science Manager,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,79000.0,163000.0,USD,Data Science,,Data Science
668,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
669,"Data Scientist, Game Analytics",Niantic,"San Francisco, CA",3.6,82,501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable,Normal,90000.0,169000.0,USD,Data Science,,Data Analyst
670,"Senior Product Manager, Machine Learning",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,132000.0,165000.0,USD,Data Science,,Machine Learning
671,University Grad Machine Learning Engineer - MASTERS ONLY (USA),Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,93000.0,205000.0,USD,Data Science,,Machine Learning
672,Data Scientist,IDEO,"San Francisco, CA",0.0,0,Unknown,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,92000.0,186000.0,USD,Data Science,,Data Science
