,Job Title,Job Company,Job Location,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue,Level,Minimum,Maximum,Currency,Category,Company ,Role
4171,Sr. Backend Engineer,Prestige Staffing,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,125000.0,185000.0,USD,Software Engineer,,BackEnd
4172,2022 Software Engineer,Bloomberg,"New York, NY",4.1,1850,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,98000.0,211000.0,USD,Software Engineer,,SWE
4173,Sr Software Engineer,Comcast,"New York, NY",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Senior,104000.0,190000.0,USD,Software Engineer,,SWE
4174,Full Stack Software Engineer (remote),Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
4175,Software Engineer,Prudential,"Newark, NJ",3.8,456,10000+ Employees,1875,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Normal,85000.0,145000.0,USD,Software Engineer,,SWE
4176,Staff Software Engineer - Kafka,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,207000.0,301000.0,USD,Software Engineer,,SWE
4177,Web Developer,Triller,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Normal,70000.0,100000.0,USD,Software Engineer,,Full Stack
4178,Principal Software Engineer - Jobseeker Profile,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,188000.0,272000.0,USD,Software Engineer,,SWE
4179,Front End Software Engineer - Enterprise Analytics,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,109000.0,159000.0,USD,Software Engineer,,Data SWE
4180,Senior Software Engineer,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,109000.0,159000.0,USD,Software Engineer,,SWE
4181,Software Engineer,Wework,"New York, NY",3.6,408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,Normal,100000.0,172000.0,USD,Software Engineer,,SWE
4182,Principal Software Engineer,Wonder,"New York, NY",0.0,0,1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Senior,109000.0,238000.0,USD,Software Engineer,,SWE
4183,Software Engineer II,Vibrant Emotional Health,"New York, NY",2.9,25,201 to 500 Employees,0,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),Normal,85000.0,85000.0,USD,Software Engineer,,SWE
4184,Lead Software Engineer (Java - BackEnd),Career Developers,"New York, NY",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Senior,200000.0,200000.0,USD,Software Engineer,,BackEnd
4185,Senior React Software Engineer remote,Liberty Personnel Services,"New York, NY",4.4,0,1 to 50 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Senior,180000.0,265000.0,USD,Software Engineer,,SWE
4186,Sr. Java Developer,"DMR Associates, LLC","New York, NY",5.0,0,1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Senior,150000.0,300000.0,USD,Software Engineer,,Full Stack
4187,"Senior Software Engineer, Developer Productivity",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,103000.0,192000.0,USD,Software Engineer,,Full Stack
4188,"Software Engineer, Communications Platform",Datalot,"Brooklyn, NY",3.4,10,201 to 500 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Normal,53000.0,128000.0,USD,Software Engineer,,SWE
4189,Software Development Engineer,Amazon.com Services LLC,"New York, NY",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,163000.0,USD,Software Engineer,,SWE
4190,"Engineering Manager, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,106000.0,224000.0,USD,Software Engineer,,SWE
4191,"Software Engineer, Product",Asana,"New York, NY",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,107000.0,200000.0,USD,Software Engineer,,SWE
4192,"Software Engineer, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,95000.0,194000.0,USD,Software Engineer,,SWE
4193,Backend Software Developer,Nexamp,"New York, NY",4.5,26,51 to 200 Employees,2007,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),Normal,64000.0,140000.0,USD,Software Engineer,,BackEnd
4194,Senior Staff Engineer: Platform Engineering,Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,121000.0,205000.0,USD,Software Engineer,,SWE
4195,Sr. Backend Engineer,Prestige Staffing,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,125000.0,185000.0,USD,Software Engineer,,BackEnd
4196,2022 Software Engineer,Bloomberg,"New York, NY",4.1,1850,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,98000.0,211000.0,USD,Software Engineer,,SWE
4197,Lead Software Engineer,Reaktor,"New York, NY",4.7,4,501 to 1000 Employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Senior,120000.0,150000.0,USD,Software Engineer,,SWE
4198,"Manager, Application Development(Mobile) - 100% Remote",HealthFirst,"New York, NY",3.5,348,5001 to 10000 Employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,Normal,66000.0,142000.0,USD,Software Engineer,,SWE
4199,Full Stack Software Engineer (remote),Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
4200,Staff Software Engineer - Kafka,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,207000.0,301000.0,USD,Software Engineer,,SWE
4201,Principal Software Engineer - Jobseeker Profile,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,188000.0,272000.0,USD,Software Engineer,,SWE
4202,Front End Software Engineer - Enterprise Analytics,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,109000.0,159000.0,USD,Software Engineer,,Data SWE
4203,Software Engineer,Prudential,"Newark, NJ",3.8,456,10000+ Employees,1875,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Normal,85000.0,145000.0,USD,Software Engineer,,SWE
4204,Web Developer,Triller,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Normal,70000.0,100000.0,USD,Software Engineer,,Full Stack
4205,Senior Software Engineer,FIA Tech,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,130000.0,130000.0,USD,Software Engineer,,SWE
4206,Senior Software Engineer,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,109000.0,159000.0,USD,Software Engineer,,SWE
4207,Principal Software Engineer,Wonder,"New York, NY",0.0,0,1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Senior,109000.0,238000.0,USD,Software Engineer,,SWE
4208,Software Engineer,Wework,"New York, NY",3.6,408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,Normal,100000.0,172000.0,USD,Software Engineer,,SWE
4209,Senior React Software Engineer remote,Liberty Personnel Services,"New York, NY",4.4,0,1 to 50 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Senior,180000.0,265000.0,USD,Software Engineer,,SWE
4210,Lead Software Engineer (Java - BackEnd),Career Developers,"New York, NY",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Senior,200000.0,200000.0,USD,Software Engineer,,BackEnd
4211,"Senior Software Engineer, Developer Productivity",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,103000.0,192000.0,USD,Software Engineer,,Full Stack
4212,"Engineering Manager, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,106000.0,224000.0,USD,Software Engineer,,SWE
4213,Software Development Engineer,Amazon.com Services LLC,"New York, NY",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,163000.0,USD,Software Engineer,,SWE
4214,"Software Engineer, Product",Asana,"New York, NY",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,107000.0,200000.0,USD,Software Engineer,,SWE
4215,Backend Software Developer,Nexamp,"New York, NY",4.5,26,51 to 200 Employees,2007,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),Normal,64000.0,140000.0,USD,Software Engineer,,BackEnd
4216,Senior Staff Engineer: Platform Engineering,Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,121000.0,205000.0,USD,Software Engineer,,SWE
4217,"Software Engineer, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,95000.0,194000.0,USD,Software Engineer,,SWE
4218,Sr. Backend Engineer,Prestige Staffing,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,125000.0,185000.0,USD,Software Engineer,,BackEnd
4219,Sr Software Engineer,Comcast,"New York, NY",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Senior,104000.0,190000.0,USD,Software Engineer,,SWE
4220,Lead Software Engineer,Reaktor,"New York, NY",4.7,4,501 to 1000 Employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Senior,120000.0,150000.0,USD,Software Engineer,,SWE
4221,2022 Software Engineer,Bloomberg,"New York, NY",4.1,1850,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,98000.0,211000.0,USD,Software Engineer,,SWE
4222,Full Stack Software Engineer (remote),Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
4223,Staff Software Engineer - Kafka,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,207000.0,301000.0,USD,Software Engineer,,SWE
4224,Software Engineer,Prudential,"Newark, NJ",3.8,456,10000+ Employees,1875,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Normal,85000.0,145000.0,USD,Software Engineer,,SWE
4225,Principal Software Engineer - Jobseeker Profile,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,188000.0,272000.0,USD,Software Engineer,,SWE
4226,Senior Software Engineer,FIA Tech,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,130000.0,130000.0,USD,Software Engineer,,SWE
4227,Web Developer,Triller,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Normal,70000.0,100000.0,USD,Software Engineer,,Full Stack
4228,Front End Software Engineer - Enterprise Analytics,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,109000.0,159000.0,USD,Software Engineer,,Data SWE
4229,Senior Software Engineer,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,109000.0,159000.0,USD,Software Engineer,,SWE
4230,Software Engineer,Wework,"New York, NY",3.6,408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,Normal,100000.0,172000.0,USD,Software Engineer,,SWE
4231,Principal Software Engineer,Wonder,"New York, NY",0.0,0,1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Senior,109000.0,238000.0,USD,Software Engineer,,SWE
4232,Lead Software Engineer (Java - BackEnd),Career Developers,"New York, NY",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Senior,200000.0,200000.0,USD,Software Engineer,,BackEnd
4233,Senior React Software Engineer remote,Liberty Personnel Services,"New York, NY",4.4,0,1 to 50 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Senior,180000.0,265000.0,USD,Software Engineer,,SWE
4234,Software Engineer,NYU Langone Health,"New York, NY",4.0,742,10000+ Employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),Normal,76000.0,149000.0,USD,Software Engineer,,SWE
4235,Full Stack Developer,Underdog.io,"New York, NY",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
4236,"Senior Software Engineer, Developer Productivity",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,103000.0,192000.0,USD,Software Engineer,,Full Stack
4237,"Engineering Manager, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,106000.0,224000.0,USD,Software Engineer,,SWE
4238,Software Development Engineer,Amazon.com Services LLC,"New York, NY",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,163000.0,USD,Software Engineer,,SWE
4239,"Software Engineer, Product",Asana,"New York, NY",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,107000.0,200000.0,USD,Software Engineer,,SWE
4240,Backend Software Developer,Nexamp,"New York, NY",4.5,26,51 to 200 Employees,2007,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),Normal,64000.0,140000.0,USD,Software Engineer,,BackEnd
4241,"Software Engineer, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,95000.0,194000.0,USD,Software Engineer,,SWE
4242,Senior Staff Engineer: Platform Engineering,Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,121000.0,205000.0,USD,Software Engineer,,SWE
4243,Sr. Backend Engineer,Prestige Staffing,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,125000.0,185000.0,USD,Software Engineer,,BackEnd
4244,Sr Software Engineer,Comcast,"New York, NY",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Senior,104000.0,190000.0,USD,Software Engineer,,SWE
4245,2022 Software Engineer,Bloomberg,"New York, NY",4.1,1850,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,98000.0,211000.0,USD,Software Engineer,,SWE
4246,"Manager, Application Development(Mobile) - 100% Remote",HealthFirst,"New York, NY",3.5,348,5001 to 10000 Employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,Normal,66000.0,142000.0,USD,Software Engineer,,SWE
4247,Lead Software Engineer,Reaktor,"New York, NY",4.7,4,501 to 1000 Employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Senior,120000.0,150000.0,USD,Software Engineer,,SWE
4248,Software Engineer,Prudential,"Newark, NJ",3.8,456,10000+ Employees,1875,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Normal,85000.0,145000.0,USD,Software Engineer,,SWE
4249,Staff Software Engineer - Kafka,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,207000.0,301000.0,USD,Software Engineer,,SWE
4250,Full Stack Software Engineer (remote),Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,171000.0,247000.0,USD,Software Engineer,,Full Stack
4251,Senior Software Engineer (Remote),Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,171000.0,247000.0,USD,Software Engineer,,SWE
4252,Principal Software Engineer - Jobseeker Profile,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,188000.0,272000.0,USD,Software Engineer,,SWE
4253,Principal Software Engineer,Wonder,"New York, NY",0.0,0,1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Senior,109000.0,238000.0,USD,Software Engineer,,SWE
4254,Senior Software Engineer,FIA Tech,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,130000.0,130000.0,USD,Software Engineer,,SWE
4255,Web Developer,Triller,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Normal,70000.0,100000.0,USD,Software Engineer,,Full Stack
4256,Front End Software Engineer - Enterprise Analytics,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,109000.0,159000.0,USD,Software Engineer,,Data SWE
4257,Software Engineer,Wework,"New York, NY",3.6,408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,Normal,100000.0,172000.0,USD,Software Engineer,,SWE
4258,Lead Software Engineer (Java - BackEnd),Career Developers,"New York, NY",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Senior,200000.0,200000.0,USD,Software Engineer,,BackEnd
4259,Senior React Software Engineer remote,Liberty Personnel Services,"New York, NY",4.4,0,1 to 50 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Senior,180000.0,265000.0,USD,Software Engineer,,SWE
4260,Software Engineer,NYU Langone Health,"New York, NY",4.0,742,10000+ Employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),Normal,76000.0,149000.0,USD,Software Engineer,,SWE
4261,Full Stack Developer,Underdog.io,"New York, NY",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
4262,"Engineering Manager, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,106000.0,224000.0,USD,Software Engineer,,SWE
4263,"Senior Software Engineer, Developer Productivity",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,103000.0,192000.0,USD,Software Engineer,,Full Stack
4264,"Software Engineer, Product",Asana,"New York, NY",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,107000.0,200000.0,USD,Software Engineer,,SWE
4265,Software Development Engineer,Amazon.com Services LLC,"New York, NY",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,163000.0,USD,Software Engineer,,SWE
4266,Senior Staff Engineer: Platform Engineering,Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,121000.0,205000.0,USD,Software Engineer,,SWE
4267,"Software Engineer, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,95000.0,194000.0,USD,Software Engineer,,SWE
4268,"Manager, Application Development(Mobile) - 100% Remote",HealthFirst,"New York, NY",3.5,348,5001 to 10000 Employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,Normal,66000.0,142000.0,USD,Software Engineer,,SWE
4269,Lead Software Engineer,Reaktor,"New York, NY",4.7,4,501 to 1000 Employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Senior,120000.0,150000.0,USD,Software Engineer,,SWE
4270,Sr Software Engineer,Comcast,"New York, NY",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Senior,104000.0,190000.0,USD,Software Engineer,,SWE
4271,2022 Software Engineer,Bloomberg,"New York, NY",4.1,1850,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,98000.0,211000.0,USD,Software Engineer,,SWE
4272,Senior Software Engineer (Full-Stack) - Remote,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,132000.0,192000.0,USD,Software Engineer,,SWE
4273,Software Engineer,Prudential,"Newark, NJ",3.8,456,10000+ Employees,1875,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Normal,85000.0,145000.0,USD,Software Engineer,,SWE
4274,Principal Software Engineer,Wonder,"New York, NY",0.0,0,1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Senior,109000.0,238000.0,USD,Software Engineer,,SWE
4275,Principal Software Engineer - Jobseeker Profile,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,188000.0,272000.0,USD,Software Engineer,,SWE
4276,Staff Software Engineer - Kafka,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,207000.0,301000.0,USD,Software Engineer,,SWE
4277,Senior Software Engineer (Remote),Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,171000.0,247000.0,USD,Software Engineer,,SWE
4278,Lead Software Engineer (Java - BackEnd),Career Developers,"New York, NY",5.0,0,1 to 50 Employees,0,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Senior,200000.0,200000.0,USD,Software Engineer,,BackEnd
4279,Software Engineer,Wework,"New York, NY",3.6,408,10000+ Employees,2010,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,Normal,100000.0,172000.0,USD,Software Engineer,,SWE
4280,Front End Software Engineer - Enterprise Analytics,Indeed,"New York, NY",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Normal,109000.0,159000.0,USD,Software Engineer,,Data SWE
4281,Web Developer,Triller,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Normal,70000.0,100000.0,USD,Software Engineer,,Full Stack
4282,Software Engineer,NYU Langone Health,"New York, NY",4.0,742,10000+ Employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),Normal,76000.0,149000.0,USD,Software Engineer,,SWE
4283,Software Engineer II,signature consultants,"New York, NY",4.2,243,1001 to 5000 Employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,83000.0,136000.0,USD,Software Engineer,,SWE
4284,Senior React Software Engineer remote,Liberty Personnel Services,"New York, NY",4.4,0,1 to 50 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Senior,180000.0,265000.0,USD,Software Engineer,,SWE
4285,Full Stack Developer,Underdog.io,"New York, NY",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,102000.0,182000.0,USD,Software Engineer,,Full Stack
4286,Senior Software Engineer,Underdog.io,"New York, NY",5.0,0,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,134000.0,203000.0,USD,Software Engineer,,SWE
4287,Lead Full Stack Software Engineer,Strategic Employment Partners,"New York, NY",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Senior,160000.0,180000.0,USD,Software Engineer,,Full Stack
4288,"Engineering Manager, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,106000.0,224000.0,USD,Software Engineer,,SWE
4289,"Senior Software Engineer, Developer Productivity",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,103000.0,192000.0,USD,Software Engineer,,Full Stack
4290,"Software Engineer, Communications Platform",Datalot,"Brooklyn, NY",3.4,10,201 to 500 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Normal,53000.0,128000.0,USD,Software Engineer,,SWE
4291,Software Development Engineer,Amazon.com Services LLC,"New York, NY",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,163000.0,USD,Software Engineer,,SWE
4292,"Software Engineer, Product",Asana,"New York, NY",4.9,172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Normal,107000.0,200000.0,USD,Software Engineer,,SWE
4293,"Manager, Software Engineering",Comcast,"New York, NY",3.8,4838,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Normal,117000.0,206000.0,USD,Software Engineer,,SWE
4294,"Software Engineer, Web & Mobile",Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Normal,95000.0,194000.0,USD,Software Engineer,,SWE
4295,"Manager, Application Development(Mobile) - 100% Remote",HealthFirst,"New York, NY",3.5,348,5001 to 10000 Employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,Normal,66000.0,142000.0,USD,Software Engineer,,SWE
4296,Senior Staff Engineer: Platform Engineering,Oscar Health,"New York, NY",3.7,241,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Senior,121000.0,205000.0,USD,Software Engineer,,SWE
4297,Lead Software Engineer,Reaktor,"New York, NY",4.7,4,501 to 1000 Employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Senior,120000.0,150000.0,USD,Software Engineer,,SWE
